year,make,model,trim,body,seats,msrp,fuel
2017,Maserati,GranTurismo,MC Centennial,Coupe,4,165627,premium unleaded (required)
2017,Maserati,GranTurismo,MC,Convertible,4,161070,premium unleaded (required)
2017,Maserati,GranTurismo,MC Centennial,Convertible,4,182009,premium unleaded (required)
2017,Maserati,GranTurismo,Sport,Convertible,4,150465,premium unleaded (required)
2017,Maserati,Levante,S,SUV,5,83000,premium unleaded (required)
2017,Maserati,Levante,Base,SUV,5,72000,premium unleaded (required)
2017,Maserati,Quattroporte,S Q4,Sedan,5,109500,premium unleaded (required)
2017,Maserati,Quattroporte,S GranLusso,Sedan,5,109900,premium unleaded (required)
2017,Maserati,Quattroporte,S GranSport,Sedan,5,109900,premium unleaded (required)
2017,Maserati,Quattroporte,S Q4 GranSport,Sedan,5,116000,premium unleaded (required)
2017,Maserati,Quattroporte,GTS GranSport,Sedan,5,145500,premium unleaded (required)
2017,Maserati,Quattroporte,GTS GranLusso,Sedan,5,145500,premium unleaded (required)
2017,Maserati,Quattroporte,S Q4 GranLusso,Sedan,5,116000,premium unleaded (required)
2017,Maserati,Quattroporte,S,Sedan,5,103400,premium unleaded (required)
2017,Mazda,3,Grand Touring,Hatchback,5,24945,regular unleaded
2017,Mazda,3,Grand Touring,Sedan,5,23145,regular unleaded
2017,Mazda,3,Grand Touring,Sedan,5,24195,regular unleaded
2017,Mazda,3,Sport,Sedan,5,17845,regular unleaded
2017,Mazda,3,Sport,Sedan,5,18895,regular unleaded
2017,Mazda,3,Sport,Hatchback,5,19095,regular unleaded
2017,Mazda,3,Sport,Hatchback,5,20145,regular unleaded
2017,Mazda,3,Touring,Sedan,5,20445,regular unleaded
2017,Mazda,3,Touring,Sedan,5,21495,regular unleaded
2017,Mazda,3,Touring 2.5,Hatchback,5,23445,regular unleaded
2017,Mazda,3,Touring 2.5,Hatchback,5,22395,regular unleaded
2017,Mazda,3,Grand Touring,Hatchback,5,23895,regular unleaded
2017,Mazda,3,Touring,Hatchback,5,22245,regular unleaded
2017,Mazda,6,Sport,Sedan,5,22995,regular unleaded
2017,Mazda,6,Touring,Sedan,5,24195,regular unleaded
2017,Mazda,6,Touring,Sedan,5,25245,regular unleaded
2017,Mazda,6,Touring,Sedan,5,24195,regular unleaded
2017,Mazda,6,Touring,Sedan,5,25245,regular unleaded
2017,Mazda,6,Sport,Sedan,5,22995,regular unleaded
2017,Mazda,6,Sport,Sedan,5,21945,regular unleaded
2017,Mazda,6,Sport,Sedan,5,21945,regular unleaded
2017,Mazda,6,Grand Touring,Sedan,5,30695,regular unleaded
2017,Mazda,6,Grand Touring,Sedan,5,30695,regular unleaded
2017,Mazda,CX-3,Touring,SUV,5,23210,regular unleaded
2017,Mazda,CX-3,Touring,SUV,5,21960,regular unleaded
2017,Mazda,CX-3,Sport,SUV,5,21210,regular unleaded
2017,Mazda,CX-3,Sport,SUV,5,19960,regular unleaded
2017,Mazda,CX-3,Grand Touring,SUV,5,26240,regular unleaded
2017,Mazda,CX-3,Grand Touring,SUV,5,24990,regular unleaded
2017,Mazda,CX-5,Grand Touring,SUV,5,29395,regular unleaded
2017,Mazda,CX-5,Touring,SUV,5,27215,regular unleaded
2017,Mazda,CX-5,Touring,SUV,5,25915,regular unleaded
2017,Mazda,CX-5,Sport,SUV,5,25345,regular unleaded
2017,Mazda,CX-5,Sport,SUV,5,24045,regular unleaded
2017,Mazda,CX-5,Grand Select,SUV,5,30195,regular unleaded
2017,Mazda,CX-5,Grand Select,SUV,5,28895,regular unleaded
2017,Mazda,CX-5,Grand Touring,SUV,5,30695,regular unleaded
2017,Mazda,CX-9,Touring,SUV,7,37770,regular unleaded
2017,Mazda,CX-9,Grand Touring,SUV,7,42270,regular unleaded
2017,Mazda,CX-9,Signature,SUV,7,44315,regular unleaded
2017,Mazda,CX-9,Sport,SUV,7,31520,regular unleaded
2017,Mazda,CX-9,Sport,SUV,7,33320,regular unleaded
2017,Mazda,CX-9,Touring,SUV,7,35970,regular unleaded
2017,Mazda,CX-9,Grand Touring,SUV,7,40470,regular unleaded
2017,Mazda,MX-5 Miata,Sport,Convertible,2,24915,premium unleaded (recommended)
2017,Mazda,MX-5 Miata,Launch Edition,Convertible,2,34925,premium unleaded (recommended)
2017,Mazda,MX-5 Miata,Launch Edition,Convertible,2,33720,premium unleaded (recommended)
2017,Mazda,MX-5 Miata,Grand Touring,Convertible,2,33825,premium unleaded (recommended)
2017,Mazda,MX-5 Miata,Grand Touring,Convertible,2,32620,premium unleaded (recommended)
2017,Mazda,MX-5 Miata,Club,Convertible,2,32285,premium unleaded (recommended)
2017,Mazda,MX-5 Miata,Club,Convertible,2,31555,premium unleaded (recommended)
2017,Mazda,MX-5 Miata,Grand Touring,Convertible,2,31270,premium unleaded (recommended)
2017,Mazda,MX-5 Miata,Grand Touring,Convertible,2,30065,premium unleaded (recommended)
2017,Mazda,MX-5 Miata,Club,Convertible,2,29530,premium unleaded (recommended)
2017,Mazda,MX-5 Miata,Club,Convertible,2,28800,premium unleaded (recommended)
2017,Mazda,MX-5 Miata,Sport,Convertible,2,26395,premium unleaded (recommended)
2017,McLaren,570GT,Base,Coupe,2,198950,premium unleaded (required)
2017,McLaren,570S,Base,Coupe,2,188600,premium unleaded (required)
2017,Mercedes-Benz,AMG GT,Base,Coupe,2,111200,premium unleaded (required)
2017,Mercedes-Benz,AMG GT S,S,Coupe,2,131200,premium unleaded (required)
2017,Mercedes-Benz,B250e,B 250e,Hatchback,5,39900,electric
2017,Mercedes-Benz,C300,C 300 Luxury 4MATIC,Sedan,5,41850,premium unleaded (required)
2017,Mercedes-Benz,C300,C 300 Sport 4MATIC,Sedan,5,43675,premium unleaded (required)
2017,Mercedes-Benz,C300,C 300 4MATIC,Sedan,5,41500,premium unleaded (required)
2017,Mercedes-Benz,C300,C 300,Convertible,4,50900,premium unleaded (required)
2017,Mercedes-Benz,C300,C 300 4MATIC,Coupe,4,44650,premium unleaded (required)
2017,Mercedes-Benz,C300,C 300,Coupe,4,42650,premium unleaded (required)
2017,Mercedes-Benz,C300,C 300 Sport,Sedan,5,41675,premium unleaded (required)
2017,Mercedes-Benz,C300,C 300 Luxury,Sedan,5,39850,premium unleaded (required)
2017,Mercedes-Benz,C300,C 300 4MATIC,Convertible,4,52900,premium unleaded (required)
2017,Mercedes-Benz,C300,C 300,Sedan,5,39500,premium unleaded (required)
2017,Mercedes-Benz,C350e,C 350e Luxury,Sedan,5,46750,premium unleaded (required)
2017,Mercedes-Benz,C350e,C 350e,Sedan,5,46400,premium unleaded (required)
2017,Mercedes-Benz,C43 AMG,AMG C 43,Convertible,4,60400,premium unleaded (required)
2017,Mercedes-Benz,C43 AMG,AMG C 43,Coupe,4,55500,premium unleaded (required)
2017,Mercedes-Benz,C43 AMG,AMG C 43,Sedan,5,52000,premium unleaded (required)
2017,Mercedes-Benz,C63 AMG,AMG C 63,Sedan,5,65200,premium unleaded (required)
2017,Mercedes-Benz,C63 AMG,AMG C 63,Coupe,4,67000,premium unleaded (required)
2017,Mercedes-Benz,C63 AMG,AMG C 63,Convertible,4,72850,premium unleaded (required)
2017,Mercedes-Benz,C63 AMG S,AMG C 63 S,Coupe,4,75000,premium unleaded (required)
2017,Mercedes-Benz,C63 AMG S,AMG C 63 S,Sedan,5,72800,premium unleaded (required)
2017,Mercedes-Benz,C63 AMG S,AMG C 63 S,Convertible,4,80850,premium unleaded (required)
2017,Mercedes-Benz,CLA250,CLA 250,Sedan,5,32400,premium unleaded (required)
2017,Mercedes-Benz,CLA250,CLA 250 4MATIC,Sedan,5,34400,premium unleaded (required)
2017,Mercedes-Benz,CLA45 AMG,AMG CLA 45,Sedan,5,49950,premium unleaded (required)
2017,Mercedes-Benz,CLS400,CLS 400,Sedan,4,67550,premium unleaded (required)
2017,Mercedes-Benz,CLS400,CLS 400 4MATIC,Sedan,4,70050,premium unleaded (required)
2017,Mercedes-Benz,CLS550,CLS 550 4MATIC,Sedan,4,77350,premium unleaded (required)
2017,Mercedes-Benz,CLS550,CLS 550,Sedan,4,74850,premium unleaded (required)
2017,Mercedes-Benz,CLS63 AMG S,AMG CLS 63 S,Sedan,4,108900,premium unleaded (required)
2017,Mercedes-Benz,E300,E 300 Sport,Sedan,5,52150,premium unleaded (required)
2017,Mercedes-Benz,E300,E 300 Luxury,Sedan,5,52150,premium unleaded (required)
2017,Mercedes-Benz,E300,E 300 Luxury 4MATIC,Sedan,7,54650,premium unleaded (required)
2017,Mercedes-Benz,E300,E 300 Sport 4MATIC,Sedan,5,54650,premium unleaded (required)
2017,Mercedes-Benz,E400,E 400,Coupe,4,54550,premium unleaded (required)
2017,Mercedes-Benz,E400,E 400 4MATIC,Coupe,4,57050,premium unleaded (required)
2017,Mercedes-Benz,E400,E 400,Convertible,4,62600,premium unleaded (required)
2017,Mercedes-Benz,E400,E 400 Sport 4MATIC,Wagon,7,62300,premium unleaded (required)
2017,Mercedes-Benz,E400,E 400 Luxury 4MATIC,Wagon,7,62300,premium unleaded (required)
2017,Mercedes-Benz,E43 AMG,AMG E 43 4MATIC,Sedan,5,72400,premium unleaded (required)
2017,Mercedes-Benz,E550,E 550,Coupe,4,60650,premium unleaded (required)
2017,Mercedes-Benz,E550,E 550,Convertible,4,69100,premium unleaded (required)
2017,Mercedes-Benz,G550,G 550,SUV,5,122400,premium unleaded (required)
2017,Mercedes-Benz,G550 4x4,G 550 4x4 Squared,SUV,5,225000,premium unleaded (required)
2017,Mercedes-Benz,G63 AMG,AMG G 63,SUV,5,141400,premium unleaded (required)
2017,Mercedes-Benz,G65 AMG,AMG G 65,SUV,5,220400,premium unleaded (required)
2017,Mercedes-Benz,GLA250,GLA 250,SUV,5,32850,premium unleaded (required)
2017,Mercedes-Benz,GLA250,GLA 250 4MATIC,SUV,5,34850,premium unleaded (required)
2017,Mercedes-Benz,GLA45 AMG,AMG GLA 45 4MATIC,SUV,5,49900,premium unleaded (required)
2017,Mercedes-Benz,GLC300,GLC 300 4MATIC,SUV,5,41150,premium unleaded (recommended)
2017,Mercedes-Benz,GLC300,GLC 300 4MATIC,SUV,5,45950,premium unleaded (recommended)
2017,Mercedes-Benz,GLC300,GLC 300,SUV,5,39150,premium unleaded (recommended)
2017,Mercedes-Benz,GLC43 AMG,AMG GLC 43,SUV,5,54900,premium unleaded (required)
2017,Mercedes-Benz,GLC43 AMG,AMG GLC 43,SUV,5,59650,premium unleaded (required)
2017,Mercedes-Benz,GLE350,GLE 350,SUV,5,52000,premium unleaded (required)
2017,Mercedes-Benz,GLE350,GLE 350 4MATIC,SUV,5,54500,premium unleaded (required)
2017,Mercedes-Benz,GLE400,GLE 400 4MATIC,SUV,5,65650,premium unleaded (required)
2017,Mercedes-Benz,GLE43 AMG,AMG GLE 43 4MATIC,SUV,5,69650,premium unleaded (required)
2017,Mercedes-Benz,GLE43 AMG,AMG GLE 43 4MATIC,SUV,5,67150,premium unleaded (required)
2017,Mercedes-Benz,GLE550e,GLE 550e 4MATIC,SUV,5,66300,premium unleaded (required)
2017,Mercedes-Benz,GLE63 AMG,AMG GLE 63 4MATIC,SUV,5,101690,premium unleaded (required)
2017,Mercedes-Benz,GLE63 AMG S,AMG GLE 63 S 4MATIC,SUV,5,108840,premium unleaded (required)
2017,Mercedes-Benz,GLE63 AMG S,AMG GLE 63 S 4MATIC,SUV,5,110650,premium unleaded (required)
2017,Mercedes-Benz,GLS450,GLS 450 4MATIC,SUV,7,68700,premium unleaded (required)
2017,Mercedes-Benz,GLS550,GLS 550 4MATIC,SUV,7,93850,premium unleaded (required)
2017,Mercedes-Benz,GLS63 AMG,GLS 63 AMG,SUV,7,124100,premium unleaded (required)
2017,Mercedes-Benz,Maybach S550,S 550 4MATIC,Sedan,5,166200,premium unleaded (required)
2017,Mercedes-Benz,Maybach S600,S 600,Sedan,5,191300,premium unleaded (required)
2017,Mercedes-Benz,Metris,Worker Cargo,Minivan,2,25995,premium unleaded (recommended)
2017,Mercedes-Benz,Metris,Passenger,Minivan,7,32900,premium unleaded (recommended)
2017,Mercedes-Benz,Metris,Worker Passenger,Minivan,7,29995,premium unleaded (recommended)
2017,Mercedes-Benz,Metris,Cargo,Minivan,2,28950,premium unleaded (recommended)
2017,Mercedes-Benz,S550,S 550,Convertible,4,131400,premium unleaded (required)
2017,Mercedes-Benz,S550,S 550,Sedan,5,96600,premium unleaded (required)
2017,Mercedes-Benz,S550,AMG S 63 4MATIC,Coupe,4,164750,premium unleaded (required)
2017,Mercedes-Benz,S550,S 550 4MATIC,Coupe,4,122750,premium unleaded (required)
2017,Mercedes-Benz,S550,S 550 4MATIC,Sedan,5,99600,premium unleaded (required)
2017,Mercedes-Benz,S550e,S 550e Plug-In Hybrid,Sedan,5,96600,premium unleaded (required)
2017,Mercedes-Benz,S600,S 600,Sedan,5,170750,premium unleaded (required)
2017,Mercedes-Benz,S63 AMG,AMG S 63,Sedan,5,144700,premium unleaded (required)
2017,Mercedes-Benz,S63 AMG,AMG S 63,Convertible,4,176400,premium unleaded (required)
2017,Mercedes-Benz,S65 AMG,AMG S 65,Convertible,4,247900,premium unleaded (required)
2017,Mercedes-Benz,S65 AMG,AMG S 65,Coupe,4,236250,premium unleaded (required)
2017,Mercedes-Benz,S65 AMG,AMG S 65,Sedan,5,226900,premium unleaded (required)
2017,Mercedes-Benz,SL450,SL 450,Convertible,2,86950,premium unleaded (required)
2017,Mercedes-Benz,SL550,SL 550,Convertible,2,110800,premium unleaded (required)
2017,Mercedes-Benz,SL63 AMG,SL 63 AMG,Convertible,2,151350,premium unleaded (required)
2017,Mercedes-Benz,SL65 AMG,SL 65 AMG,Convertible,2,219850,premium unleaded (required)
2017,Mercedes-Benz,SLC300,SLC 300,Convertible,2,47950,premium unleaded (required)
2017,Mercedes-Benz,SLC43 AMG,AMG SLC 43,Convertible,2,60300,premium unleaded (required)
2017,Mercedes-Benz,Sprinter 2500,2500 170"" WB Cargo,Van,2,42795,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 144"" WB Passenger,Van,12,44150,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 144"" WB Passenger,Van,12,51645,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 144"" WB Crew,Van,5,48990,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 144"" WB Passenger,Van,12,42650,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 170"" WB Cargo,Ext Van,2,51890,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 170"" WB Cargo,Van,2,50290,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 170"" WB Cargo,Ext Van,2,44395,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 144"" WB Cargo,Van,2,36495,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 144"" WB Cargo,Van,2,37995,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 170"" WB Cargo,Ext Van,2,42895,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 144"" WB Cargo,Van,2,45490,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 144"" WB Crew,Van,5,39995,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 144"" WB Crew,Van,5,41495,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 170"" WB Cargo,Van,2,41295,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 170"" WB Crew,Van,5,46895,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 170"" WB Crew,Van,5,45395,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,170"" WB Cargo,Van,2,38795,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,170"" WB Cargo,Van,2,37295,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,144"" WB Cargo,Van,2,33995,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,144"" WB Cargo,Van,2,32495,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 170"" WB Passenger,Van,12,50100,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 170"" WB Passenger,Van,12,48600,diesel fuel
2017,Mercedes-Benz,Sprinter 2500,2500 170"" WB Crew,Van,5,54390,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 170"" WB Cargo,Van,2,44995,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 144"" WB Cargo,Van,2,38695,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 144"" WB Cargo,Van,2,40195,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 XD 144"" WB Cargo,Van,2,40695,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 XD 144"" WB Cargo,Van,2,42195,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 XD 144"" WB Cargo,Van,2,49690,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 XD 170"" WB Cargo,Ext Van,2,56090,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 170"" WB Cargo,Van,2,43495,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 170"" WB Cargo,Ext Van,2,45095,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 170"" WB Cargo,Ext Van,2,46595,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 XD 170"" WB Cargo,Van,2,45495,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 XD 170"" WB Cargo,Van,2,54490,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 XD 170"" WB Cargo,Ext Van,2,48595,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 XD 170"" WB Cargo,Ext Van,2,47095,diesel fuel
2017,Mercedes-Benz,Sprinter 3500,3500 XD 170"" WB Cargo,Van,2,46995,diesel fuel
2017,MINI,Cooper,Cooper S,Hatchback,5,25400,premium unleaded (required)
2017,MINI,Cooper,Cooper,Convertible,4,25950,premium unleaded (required)
2017,MINI,Cooper,Cooper,Hatchback,4,20950,premium unleaded (required)
2017,MINI,Cooper,Cooper,Hatchback,5,21950,premium unleaded (required)
2017,MINI,Cooper,John Cooper Works,Convertible,4,35600,premium unleaded (required)
2017,MINI,Cooper,John Cooper Works,Hatchback,4,30900,premium unleaded (required)
2017,MINI,Cooper,Cooper S,Convertible,4,29600,premium unleaded (required)
2017,MINI,Cooper,Cooper S,Hatchback,4,24400,premium unleaded (required)
2017,MINI,Cooper Clubman,Cooper S ALL4,Hatchback,5,29450,premium unleaded (required)
2017,MINI,Cooper Clubman,Cooper ALL4,Hatchback,5,25900,premium unleaded (required)
2017,MINI,Cooper Clubman,Cooper,Hatchback,5,24100,premium unleaded (required)
2017,MINI,Cooper Clubman,John Cooper Works ALL4,Hatchback,5,35100,premium unleaded (required)
2017,MINI,Cooper Clubman,Cooper S,Hatchback,5,27650,premium unleaded (required)
2017,MINI,Cooper Countryman,Cooper ALL4,Wagon,5,28100,premium unleaded (required)
2017,MINI,Cooper Countryman,Cooper,Wagon,5,26100,premium unleaded (required)
2017,MINI,Cooper Countryman,Cooper S,Wagon,5,29100,premium unleaded (required)
2017,MINI,Cooper Countryman,Cooper S ALL4,Wagon,5,31100,premium unleaded (required)
2017,Mitsubishi,i-MiEV,ES,Hatchback,4,22995,electric
2017,Mitsubishi,Lancer,SEL,Sedan,5,22095,regular unleaded
2017,Mitsubishi,Lancer,ES,Sedan,5,17795,regular unleaded
2017,Mitsubishi,Lancer,ES,Sedan,5,18795,regular unleaded
2017,Mitsubishi,Lancer,SE,Sedan,5,21095,regular unleaded
2017,Mitsubishi,Lancer,ES,Sedan,5,20295,regular unleaded
2017,Mitsubishi,Mirage,GT,Hatchback,5,16495,regular unleaded
2017,Mitsubishi,Mirage,ES,Hatchback,5,12995,regular unleaded
2017,Mitsubishi,Mirage,ES,Hatchback,5,14195,regular unleaded
2017,Mitsubishi,Mirage,SE,Hatchback,5,14795,regular unleaded
2017,Mitsubishi,Mirage,SE,Hatchback,5,15995,regular unleaded
2017,Mitsubishi,Mirage G4,ES,Sedan,5,15195,regular unleaded
2017,Mitsubishi,Mirage G4,ES,Sedan,5,13995,regular unleaded
2017,Mitsubishi,Mirage G4,SE,Sedan,5,16995,regular unleaded
2017,Mitsubishi,Outlander,SE,SUV,7,26495,regular unleaded
2017,Mitsubishi,Outlander,SE,SUV,7,24495,regular unleaded
2017,Mitsubishi,Outlander,GT,SUV,7,31695,premium unleaded (recommended)
2017,Mitsubishi,Outlander,ES,SUV,7,24995,regular unleaded
2017,Mitsubishi,Outlander,ES,SUV,7,23495,regular unleaded
2017,Mitsubishi,Outlander,SEL,SUV,7,25495,regular unleaded
2017,Mitsubishi,Outlander,SEL,SUV,7,27495,regular unleaded
2017,Mitsubishi,Outlander Sport,2.0 ES,SUV,5,22495,regular unleaded
2017,Mitsubishi,Outlander Sport,2.4 SEL,SUV,5,25695,regular unleaded
2017,Mitsubishi,Outlander Sport,2.4 SEL,SUV,5,24195,regular unleaded
2017,Mitsubishi,Outlander Sport,2.4 SE,SUV,5,24195,regular unleaded
2017,Mitsubishi,Outlander Sport,2.4 SE,SUV,5,22695,regular unleaded
2017,Mitsubishi,Outlander Sport,2.4 GT,SUV,5,27695,regular unleaded
2017,Mitsubishi,Outlander Sport,2.0 ES,SUV,5,20995,regular unleaded
2017,Mitsubishi,Outlander Sport,2.0 ES,SUV,5,19795,regular unleaded
2017,Nissan,370Z,Sport Tech,Coupe,2,37070,premium unleaded (required)
2017,Nissan,370Z,Sport Tech,Coupe,2,38370,premium unleaded (required)
2017,Nissan,370Z,Base,Convertible,2,41820,premium unleaded (required)
2017,Nissan,370Z,Touring,Coupe,2,37970,premium unleaded (required)
2017,Nissan,370Z,Touring,Coupe,2,39270,premium unleaded (required)
2017,Nissan,370Z,Touring Sport,Convertible,2,48100,premium unleaded (required)
2017,Nissan,370Z,Sport,Coupe,2,34870,premium unleaded (required)
2017,Nissan,370Z,Sport,Coupe,2,33570,premium unleaded (required)
2017,Nissan,370Z,NISMO Tech,Coupe,2,46790,premium unleaded (required)
2017,Nissan,370Z,NISMO Tech,Coupe,2,45490,premium unleaded (required)
2017,Nissan,370Z,NISMO,Coupe,2,43290,premium unleaded (required)
2017,Nissan,370Z,Touring,Convertible,2,46570,premium unleaded (required)
2017,Nissan,370Z,Touring Sport,Convertible,2,49400,premium unleaded (required)
2017,Nissan,370Z,NISMO,Coupe,2,41990,premium unleaded (required)
2017,Nissan,370Z,Base,Coupe,2,31290,premium unleaded (required)
2017,Nissan,370Z,Base,Coupe,2,29990,premium unleaded (required)
2017,Nissan,370Z,Touring,Convertible,2,45270,premium unleaded (required)
2017,Nissan,Altima,2.5 S,Sedan,5,22900,regular unleaded
2017,Nissan,Altima,2.5 SV,Sedan,5,25460,regular unleaded
2017,Nissan,Altima,2.5 SV,Sedan,5,25760,regular unleaded
2017,Nissan,Altima,2.5,Sedan,5,22500,regular unleaded
2017,Nissan,Altima,2.5 S,Sedan,5,22900,regular unleaded
2017,Nissan,Altima,2.5 SL,Sedan,5,28570,regular unleaded
2017,Nissan,Altima,2.5 SL,Sedan,5,28870,regular unleaded
2017,Nissan,Altima,3.5 SL,Sedan,5,32690,regular unleaded
2017,Nissan,Altima,3.5 SL,Sedan,5,32990,regular unleaded
2017,Nissan,Altima,2.5 SR,Sedan,5,24470,regular unleaded
2017,Nissan,Altima,2.5 SR,Sedan,5,24470,regular unleaded
2017,Nissan,Altima,3.5 SR,Sedan,5,27990,regular unleaded
2017,Nissan,Armada,SV,SUV,8,47800,regular unleaded
2017,Nissan,Armada,SV,SUV,8,44900,regular unleaded
2017,Nissan,Armada,SL,SUV,8,52550,regular unleaded
2017,Nissan,Armada,SL,SUV,8,49650,regular unleaded
2017,Nissan,Armada,Platinum,SUV,8,60490,regular unleaded
2017,Nissan,Armada,Platinum,SUV,8,57590,regular unleaded
2017,Nissan,Frontier,SV,Truck (King Cab),4,22960,regular unleaded
2017,Nissan,Frontier,Desert Runner,Truck (King Cab),4,25400,regular unleaded
2017,Nissan,Frontier,PRO-4X,Truck (King Cab),4,32580,regular unleaded
2017,Nissan,Frontier,SV,Truck (Crew Cab),5,29700,regular unleaded
2017,Nissan,Frontier,SV,Truck (Crew Cab),5,29170,regular unleaded
2017,Nissan,Frontier,SV,Truck (Crew Cab),5,28750,regular unleaded
2017,Nissan,Frontier,SV,Truck (Crew Cab),5,30090,regular unleaded
2017,Nissan,Frontier,SV,Truck (Crew Cab),5,29560,regular unleaded
2017,Nissan,Frontier,SV,Truck (Crew Cab),5,29140,regular unleaded
2017,Nissan,Frontier,SV,Truck (Crew Cab),5,26670,regular unleaded
2017,Nissan,Frontier,SV,Truck (Crew Cab),5,25950,regular unleaded
2017,Nissan,Frontier,SV,Truck (King Cab),4,27320,regular unleaded
2017,Nissan,Frontier,SV,Truck (King Cab),4,27610,regular unleaded
2017,Nissan,Frontier,SV,Truck (King Cab),4,24720,regular unleaded
2017,Nissan,Frontier,SV,Truck (King Cab),4,24010,regular unleaded
2017,Nissan,Frontier,SL,Truck (Crew Cab),5,36410,regular unleaded
2017,Nissan,Frontier,SL,Truck (Crew Cab),5,35160,regular unleaded
2017,Nissan,Frontier,SL,Truck (Crew Cab),5,36800,regular unleaded
2017,Nissan,Frontier,SL,Truck (Crew Cab),5,35550,regular unleaded
2017,Nissan,Frontier,SL,Truck (Crew Cab),5,32710,regular unleaded
2017,Nissan,Frontier,S,Truck (Crew Cab),5,27650,regular unleaded
2017,Nissan,Frontier,S,Truck (Crew Cab),5,28040,regular unleaded
2017,Nissan,Frontier,S,Truck (Crew Cab),5,25150,regular unleaded
2017,Nissan,Frontier,S,Truck (Crew Cab),5,24100,regular unleaded
2017,Nissan,Frontier,S,Truck (King Cab),4,22260,regular unleaded
2017,Nissan,Frontier,S,Truck (King Cab),4,18390,regular unleaded
2017,Nissan,Frontier,PRO-4X,Truck (Crew Cab),5,33390,regular unleaded
2017,Nissan,Frontier,PRO-4X,Truck (Crew Cab),5,32340,regular unleaded
2017,Nissan,Frontier,Desert Runner,Truck (Crew Cab),5,26830,regular unleaded
2017,Nissan,GT-R,NISMO,Coupe,4,174990,premium unleaded (required)
2017,Nissan,GT-R,Premium,Coupe,4,109990,premium unleaded (required)
2017,Nissan,Juke,SL,Hatchback,5,25240,premium unleaded (recommended)
2017,Nissan,Juke,SL,Hatchback,5,26940,premium unleaded (recommended)
2017,Nissan,Juke,SV,Hatchback,5,22550,premium unleaded (recommended)
2017,Nissan,Juke,SV,Hatchback,5,24400,premium unleaded (recommended)
2017,Nissan,Juke,S,Hatchback,5,22100,premium unleaded (recommended)
2017,Nissan,Juke,S,Hatchback,5,20250,premium unleaded (recommended)
2017,Nissan,Juke,NISMO RS,Hatchback,5,30020,premium unleaded (required)
2017,Nissan,Juke,NISMO RS,Hatchback,5,28020,premium unleaded (required)
2017,Nissan,Juke,NISMO,Hatchback,5,24830,premium unleaded (recommended)
2017,Nissan,Juke,NISMO,Hatchback,5,27230,premium unleaded (recommended)
2017,Nissan,Leaf,S,Hatchback,5,30680,electric
2017,Nissan,Leaf,SL,Hatchback,5,36790,electric
2017,Nissan,Leaf,SV,Hatchback,5,34200,electric
2017,Nissan,Maxima,Platinum,Sedan,5,40340,premium unleaded (recommended)
2017,Nissan,Maxima,3.5 S,Sedan,5,32610,premium unleaded (recommended)
2017,Nissan,Maxima,3.5 S,Sedan,5,32910,premium unleaded (recommended)
2017,Nissan,Maxima,3.5 SL,Sedan,5,37250,premium unleaded (recommended)
2017,Nissan,Maxima,3.5 SR,Sedan,5,38030,premium unleaded (recommended)
2017,Nissan,Maxima,3.5 SV,Sedan,5,34590,premium unleaded (recommended)
2017,Nissan,Maxima,3.5 SV,Sedan,5,34890,premium unleaded (recommended)
